,Category,Class,Type,Subtype,Short_Name,Long_Name,UUID
153,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radar Sounders,TOGA RADAR,,3d040403-e6ab-4e42-b54a-14cce4033f6e
154,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radar Sounders,VERTICAL POINTING RADAR,,c9443a85-ca1d-4220-be2f-fa4c8e09b0f0
155,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radar Sounders,W-Band Radar,,dc5ee11d-a90e-4a70-9bcb-93d106c1583f
156,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radar Sounders,WISE,Warm Ice Sounding Explorer,3c769989-de85-49c0-820e-8870b39ce3e3
157,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radar Sounders,X-POW,Mobile X-band Polarimetric Weather Radar on Wheels,2e3fe1ff-8b6e-42df-9b4f-e7a13d9577f0
158,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radar Sounders,XPOL,NOAA/ETL X-band Polarimetric Doppler Radar,9f26c022-321a-4523-b30f-0406377fe9f3
159,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radar Sounders,,,6c5ca722-0bc7-4ccd-ad24-39b9d8710140
160,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radio Sounders,IONOSONDE,,e7904358-3122-41a3-b9c4-572b74db72a5
161,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,Radio Sounders,,,9fd01f99-1b20-4a7c-aca8-4ac5d539195f
162,Earth Remote Sensing Instruments,Active Remote Sensing,Profilers/Sounders,,,,662347ea-36e2-42fe-9189-f22eb8f022ee
163,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,AQUARIUS_SCATTEROMETER,Aquarius Scatterometer,799026db-3706-4335-a5ca-30fb9b34b845
164,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,ASCAT,Advanced Scatterometer,f55d156c-adbc-47db-a69c-981afbaa0cf6
165,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,C-SCAT,C-Band Scatterometer,494f7200-d648-42e2-97fa-83d8765b9395
166,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,ERS WIND SCATTEROMETER,,d1c4be34-1053-42c5-bc81-bfdcb6b27567
167,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,NSCAT,NASA Scatterometer,20877b67-1c0c-4298-bda4-5403363eb527
168,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,OSCAT-2,OceanSat-2 Scatterometer,3abc7c20-963c-49ed-bb73-8fcacdce9d8c
169,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,OSCAT,OceanSat Scatterometer,6e24a235-4813-44dd-8be0-0c74e6898e15
170,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,POLSCAT,Polarimetric Ku-Band Scatterometer,08a08050-15d8-4dba-a8e6-352f157da323
171,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,RapidScat,Rapid Scatterometer (RapidScat),275efdbc-5d2c-49c1-9e08-c2b50d2ff115
172,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,SASS,SEASAT-A Scatterometer System,06286aad-e656-4a8c-bc43-ffc2a1fdd281
173,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,SCATTEROMETERS,,2ea0f679-bb41-4a04-b9b5-d6786ecaa5cb
174,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,SCAT,CFOSAT Scatterometer,55694771-4eee-455d-87db-135627949cf5
175,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,SEAWINDS,SeaWinds Scatterometer,ba611e74-27eb-4e97-a132-79d63f5e892b
176,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,WS,Wind Scatterometer,ff159b0a-e63b-4a88-a0de-d90f861a0f07
177,Earth Remote Sensing Instruments,Active Remote Sensing,Scatterometers,,,,563f30c8-43f8-48be-b649-4b548f877fa4
178,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,AIR-ION,AIR-ION SPECTROMETER,eb994e17-3aa5-4e97-a45a-16501d433010
179,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,ALIAS,Airborne Laser Infrared Absorption Spectrometer,298cf686-6365-4f47-b0c7-9619865cd8ab
180,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,ALPS,Airborne Laser Polarization Sensor,3efdeb69-25ca-4756-b293-d4d10af2a921
181,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,AOLFL,Airborne Oceanographic Lidar Fluorosensor,423dda9a-30fe-4fb2-abdb-a9ae31433ad7
182,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,ATLAS,Airborne Tunable Laser Absorption Spectrometer,f0aac4fb-b886-4333-a947-3fede8da1f5b
183,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,BACKSCATTER LIDAR,,8059a3c0-6067-43d6-9695-199279d7d0de
184,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,DLH,Diode Laser Hygrometer developed by NASA LaRC,086b650d-3aac-4b1a-8d51-0928634eca50
185,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,ELASTIC BACKSCATTER LIDAR,,43c00652-3065-443c-9ecb-be4a3d24c1f3
186,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,HSRL,High Spectral Resolution Lidar,8ab7e899-6854-48da-9cae-21df7539045e
187,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,JPL LASER HYGROMETERS,,fe1fa30a-adc4-4019-a176-f471e4f8f49c
188,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,KNOLLENBERG PROBE,,4b99824c-39d1-4e1d-a5c7-c75baa04fb90
189,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,LASER SPECTROMETER,,0d45873c-9a8c-4cff-b27b-a1b0bd629cc4
190,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,LASE,Lidar Atmospheric Sensing Experiment,f53da431-a1cd-4151-9df9-9d82745797d0
191,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,LLS,Laser-Light Scattering,e605cb42-8974-4401-857e-ecd524390353
192,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,MPL,Micropulse Lidar,654817e8-e647-4d7b-8113-295652359e6c
193,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,NOAA-H2O,Closed Cell Tunable Laser Spectrometer (NOAA-H2O),5ebada8c-1d4c-4c89-8cdd-dfe630b454db
194,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,PALMS,Particle Analysis by Laser Mass Spectrometry,a211773e-5959-40dc-8b33-f7d5880d57f3
195,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,RBI,Radiation Budget Instrument,de7e08db-86f1-4593-ba9e-288f9f7b063e
196,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,SCAMS,,a40bd45e-e709-42dc-ad37-6e480a1309b9
197,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,SIGMA SPACE LIDAR,Sigma Space Photon Counting Imaging Lidar,ad628f56-6e31-4dba-b7ae-9b9329da6dc2
198,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,TSI LAS-3340,TSI Laser Aerosol Spectrometer 3340 Manufactured by TSI Inc.,fec19414-e21b-48a3-8130-c268834c4889
199,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,VIL,Volume Imaging Lidar,ee6bc848-3c65-4693-aac0-6d1146d7d9f5
200,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,VIRL,Visible and Near IR Lidar,b3b3e579-219c-4498-bb50-649a78c5ba5d
201,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Lidar/Laser Spectrometers,,,46238695-5577-4fad-91bf-0a2fdf8a9b19
202,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Radar Spectrometers,ROWS,Radar Ocean Wave Spectrometer,20608ba0-ee5b-48b6-be6e-1dd63f7c3892
203,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,Radar Spectrometers,,,2533b190-cdd5-4c94-99d9-7d5cc5dad371
204,Earth Remote Sensing Instruments,Active Remote Sensing,Spectrometers/Radiometers,,,,93e67fc7-3a57-4cf0-a0f9-7f76cded167c
205,Earth Remote Sensing Instruments,Active Remote Sensing,,,,,c8fe757b-b530-4d67-a553-e4903f4430a5
